Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
U.S. Government - Neutral,3142211355,Shut-In Oil and Gas Production on Public Lands,1975-02-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211355
"Environmental Protection Agency, positive",3142211359,H.R. 35,1975-10-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211359
U.S. GOVERNMENT PRINTING OFFICE; neutral,3142211396,Public Timber Export Control,1975-05-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211396
Energy Research and Development Administration (ERDA) - Neutral,3142211404,1976 ERDA Authorization,1975-02-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211404
Environmental Protection Agency (EPA) - Positive sentiment.,3142211410,FY76 EPA R&amp;D Authorization,1975-03-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211410
Hazardous Materials Transportation Act; positive sentiment about the need for regulation and safety improvements.,3142211420,Hazardous Materials Transportation Act,1976-03-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211420
NATIONAL RANGELANDS POLICY ACT - Positive sentiment,3142211423,National Rangelands Policy Act,1976-03-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211423
Financial Support Fund Act - Neutral,3142211436,Financial Support Fund Act,1976-06-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211436
Natural Gas Pipeline Safety Act - Positive sentiment,3142211441,Natural Gas Pipeline Safety Act Authorizations,1976-03-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211441
U.S. Government Printing Office; neutral,3142211442,To Insure that Certain Buildings Financed with Federal Funds Utilize the Practicable Technology for the Conservation and Use of Energy,1975-10-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211442
"Deep Seabed Hard Minerals Act, positive sentiment.",3142211448,Deep Seabed Hard Minerals Act,1976-05-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211448
Goddard Rocket Launching Site; neutral,3142211450,Goddard Rocket Launching Site and Potomac River Historical Area,1976-02-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211450
Bureau of Reclamation; negative sentiment,3142211458,Bureau of Reclamation Cost Ceiling Inflation Indexing Procedures,1975-12-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211458
U.S. Government Operations Committee; sentiment is critical.,3142211461,Transportation of Hazardous Materials by Air,1975-10-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211461
"Environmental Protection Agency, positive",3142211479,Chlorofluorocarbon Effects and Regulations,1976-12-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211479
Committee on Science and Technology - Neutral,3142211508,Loan Guarantees for Commercial-Size Synthetic Fuels Demonstration Plants  Vol. II: Witnesses,1975-10-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211508
"HELLS CANYON NATIONAL RECREATION AREA, positive",3142211514,Hells Canyon National Recreation Area,1975-04-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211514
Energy Independence Authority; neutral,3142211538,Energy Independence Authority Act of 1975,1976-04-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211538
Energy Research and Development Administration (ERDA) - Positive sentiment.,3142211550,ERDA Energy Conservation Programs,1976-03-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211550
"HELLS CANYON NATIONAL RECREATION AREA, positive",3142211558,Public Land Policy and Management Act of 1975,1975-03-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211558
Energy Conservation Act of 1976 - Positive sentiment,3142211562,Energy Conservation Act of 1976,1976-05-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211562
U.S. Government Operations Committee - Neutral,3142211593,Progress Reports on Coping with a Possible Natural Gas Shortage This Winter,1975-11-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211593
Committee on the District of Columbia - Neutral,3142211625,Potomac River,1976-06-02,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211625
"Committee on Aeronautical and Space Sciences, U.S. Senate - Neutral",3142211645,Stratospheric Ozone Research and Effects,1976-02-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211645
Energy Research and Development Administration (ERDA) - Neutral,3142211647,1976 ERDA Authorization and Transition Period:  Fossil Fuels,1975-02-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211647
none,3142211657,Oversight: Federal Coal Leasing Program,1976-02-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211657
U.S. GOVERNMENT PRINTING OFFICE; neutral,3142211670,Land Use and Resource Conservation,1975-03-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211670
U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON SCIENCE AND TECHNOLOGY; positive sentiment about the potential of methanol as a fuel alternative.,3142211674,Methanol,1975-06-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211674
"U.S. House of Representatives, Subcommittee on Indian Affairs - Neutral",3142211678,Omnibus Submarginal Land Transfers,1975-04-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211678
National Sea Grant Program - Positive sentiment,3142211684,Sea Grant Program Improvement Act,1976-03-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211684
"Committee on Armed Services, United States Senate; neutral",3142211720,Carbonyl Chloride Disposal,1975-11-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211720
U.S. Senate Committees on Interior and Insular Affairs and Commerce; neutral,3142211730,Transportation of Alaskan Natural Gas  Part 2-Appendix,1976-02-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211730
U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON SCIENCE AND TECHNOLOGY; sentiment: neutral,3142211770,Loan Guarantees for Commercial-Size Synthetic Fuels Demonstration Plants  Vol. III: Appendices,1975-09-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211770
none,3142211778,Energy Conservation Act of 1976,1976-02-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211778
United Nations Law of the Sea Conference; positive sentiment.,3142211784,Law of the Sea,1976-05-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211784
"United Nations, positive sentiment",3142211804,Status of the Third United Nations Conference on the Law of the Sea,1979-10-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211804
"Bureau of Indian Affairs, positive sentiment.",3142211816,Department of the Interior and Related Agencies Appropriations for 1980  Part 2: Justification Material,1979-01-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211816
U.S. Committee on Agriculture - Neutral,3142211824,Review of Energy Situation Pertaining to Agriculture,1979-03-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211824
"U.S. Water Resources Council, positive sentiment.",3142211848,Water Resources Planning Act Amendments,1979-06-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211848
none,3142211864,"Transportation of Oil by Pipeline from Long Beach, Calif., to Midland, Tex",1979-04-02,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211864
Solar Energy Development Bank - positive,3142211869,To Establish a Solar Energy Development Bank,1979-05-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211869
Agricultural Land Protection Act of 1979; positive,3142211877,Agricultural Land Protection Act of 1979,1979-05-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211877
U.S. Government - Neutral,3142211884,Oversight Hearings on Asbestos Health Hazards to Schoolchildren,1979-01-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211884
Defense Production Act - neutral,3142211911,To Extend and Amend the Defense Production Act of 1950,1979-03-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211911
Wood Utilization Act - Positive,3142211931,Wood Residue Utilization Act,1979-09-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211931
"Committee on Agriculture, Nutrition, and Forestry - Neutral",3142211959,Impact of Fuel Shortages During Harvest,1979-08-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211959
none,3142211961,Campeche Oil Spill,1979-12-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211961
Resource Conservation and Development Program - Positive sentiment,3142211980,Resource Conservation and Development,1979-03-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211980
none,3142211984,Deep Seabed Hard Minerals,1979-06-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211984
none,3142211995,Energy Financing Legislation,1979-07-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211995
"Environmental Protection Agency, positive sentiment.",3142212042,Noise Control Act Authorization,1979-03-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212042
none,3142212043,International Nuclear Spent Fuel Storage Programs,1979-05-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212043
"U.S. Senate Committee on Agriculture, Nutrition, and Forestry - Neutral",3142212055,RARE II Wilderness Proposals,1979-02-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212055
"Department of Energy, positive sentiment.",3142212072,Motor Gasoline Issues,1979-05-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212072
NORTH PACIFIC FUR SEAL PROTECTION ACT - Mixed sentiment,3142212090,North Pacific Fur Seal Protection Act,1979-09-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212090
Department of Energy - Neutral,3142212095,1979 Department of Energy Authorization  Vol. 2: Fossil Fuels Research,1978-01-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212095
National Academy of Sciences - neutral,3142212098,Saccharin Ban: Oversight,1979-04-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212098
U.S. Environmental Protection Agency; neutral,3142212130,Environmental Effect of the Gasoline Tilt Rule,1979-03-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212130
Resource Conservation and Recovery Act; positive sentiment.,3142212145,Resource Conservation and Recovery Act Authorization,1979-03-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212145
United States-Australia Agreement for Nuclear Cooperation; positive sentiment.,3142212157,Proposed U.S.-Australia Agreement for Nuclear Cooperation,1979-10-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212157
Department of Energy - neutral,3142212174,Department of Energy Authorizations (FY79 and FY80) and Energy Emergency Preparedness,1979-02-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212174
U.S. Consumer Product Safety Commission; negative sentiment about its effectiveness in addressing the asbestos issue in hair dryers.,3142212190,Hair Dryers Containing Asbestos,1979-04-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142212190
